id,type,categ_id/display_name,qty_available,uom_id/display_name,default_code,name,standard_price,list_price,available_in_pos,,,
__export__.product_template_2366_894f5e51,Consumible,COMBOS,0,UNIDAD,,COMBO CROISSANT DE POLLO + CAFE,0,7,VERDADERO,,,
__export__.product_template_1839_23f655fa,Consumible,COMBOS,0,UNIDAD,PLC1376,COMBO FANTA NARANJA + HAMBURGUESA CLASICA,0,10,FALSO,,,
__export__.product_template_1405_1bd183d7,Consumible,COMBOS,0,UNIDAD,PLC1202,COMBO FANTA NARANJA+ CHEETOS NATURAL,0,4,FALSO,,,
__export__.product_template_2369_69d8eafb,Consumible,COMBOS,0,UNIDAD,,COMBO GUARANITA + SALCHIPAPA,9,10,VERDADERO,,,
__export__.product_template_1511_4f6c2776,Consumible,OTROS,0,UNIDAD,PLC1312,COMBO HAMBURGUESA CON PAPAS FRITAS + JUGO DE FRESA CON LECHE,0,0,FALSO,,,
__export__.product_template_2371_76b0cf65,Consumible,COMBOS,0,UNIDAD,,COMBO KEKE MARMOLEADO + CAFE ,0,4,VERDADERO,,,
__export__.product_template_2363_489ed7af,Consumible,COMBOS,0,UNIDAD,,COMBO MINI FRANKFUTER + FRESH GRANADILLA,0,5.5,VERDADERO,,,
__export__.product_template_2361_df5e4481,Consumible,COMBOS,0,UNIDAD,,COMBO MINI FRANKFUTER + FRESH NARANJA,0,5.5,VERDADERO,,,
__export__.product_template_2330_879b1722,Consumible,COMBOS,0,UNIDAD,,COMBO PAN CON HUEVO Y HOT DOG Y CAFE,3,5,VERDADERO,,,
__export__.product_template_2329_057efe6e,Consumible,COMBOS,0,UNIDAD,,COMBO PAN CON PALTA Y CAFE,3,5,VERDADERO,,,
__export__.product_template_2331_e54f4b1d,Consumible,COMBOS,0,UNIDAD,,COMBO PAN CON PAPA ARREBOZADA Y CAFE,3,5,VERDADERO,,,
__export__.product_template_2362_92b06c5c,Consumible,COMBOS,0,UNIDAD,,COMBO PEPSI + 2 KEKES,0,9,VERDADERO,,,
__export__.product_template_1829_2904ed2a,Consumible,COMBOS,0,UNIDAD,PLC1553,COMBO PIQUEOS + MINI PEPSI,0,3.5,VERDADERO,,,
__export__.product_template_1401_7d3546ec,Consumible,OTROS,0,UNIDAD,PLC1201,CONSUMO MIXTO,0,0,FALSO,,,
__export__.product_template_1777_f357c81f,Consumible,All,0,UNIDAD,,CORONITA,0.8,1.2,FALSO,,,
__export__.product_template_463_9c2854b2,Producto almacenable,CHOCOLATE,0,UNIDAD,PLC1063,CREMA DE CHOCOLATE Y NUECES NUCITA X 10 GR ,0.35,1,FALSO,,,
__export__.product_template_2018_261c9fd9,Producto almacenable,COMIDA,0,UNIDAD,PLC1526,CREMA DE ESPINACA,4,5,FALSO,,,
PROD2X_0018_product_template,Producto almacenable,OTROS,0,UNIDAD,,CREMA DE LECHE GLORIA X946 LT,0,0,VERDADERO,,,
PROD2X_0019_product_template,Producto almacenable,OTROS,0,UNIDAD,,CREMA DE LECHE LAIVE X946 LT,0,0,VERDADERO,,,
__export__.product_template_1412_1d44c46b,Producto almacenable,COMIDA,0,UNIDAD,PLC1213,CREMA DE OCOPA,4,5,FALSO,,,
__export__.product_template_1413_d083914a,Producto almacenable,COMIDA,12,UNIDAD,PLC1214,CREMA DE ROCOTO,4,5,FALSO,,,
__export__.product_template_1923_0cb9d63c,Producto almacenable,COMIDA,20,UNIDAD,PLC1446,CREMA DE VERDURAS,7,5,VERDADERO,,,
__export__.product_template_528_f1c99314,Producto almacenable,POSTRES,0,UNIDAD,PLC1129,CREMA VOLTEADA,3.33,5,VERDADERO,,,
__export__.product_template_523_3324f728,Consumible,OTROS,0,UNIDAD,PLC1123,CREMAS,0.2,0.5,VERDADERO,,,
__export__.product_template_1500_f774bdec,Consumible,SANDWICHES,0,UNIDAD,PLC1301,CROISSANT CON JAMON Y QUESO,2.54,6,VERDADERO,,,
__export__.product_template_1843_11908672,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1382,CROISSANT CON MANJAR,3.8,3.8,VERDADERO,,,
__export__.product_template_1499_f5b081d4,Consumible,SANDWICHES,0,UNIDAD,PLC1300,CROISSANT CON POLLO,2.96,6,VERDADERO,,,
__export__.product_template_1477_9a3bd788,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1278,CROISSANT DE MANTEQUILLA,1.27,2.5,VERDADERO,,,
__export__.product_template_2239_852e46fb,Producto almacenable,GENÉRICO,2,UNIDAD,BASE,CROISSANT SOLO,2.5,3,VERDADERO,,,
__export__.product_template_1844_5607c666,Consumible,All,0,UNIDAD,ADM,CUBA LIBRE ,0,7.5,VERDADERO,,,
__export__.product_template_2152_3fc35bf0,Producto almacenable,POSTRES,0,UNIDAD,,CUPCAKE,4,5,VERDADERO,,,
__export__.product_template_2082_2576d815,Consumible,All,0,UNIDAD,,DESCUENTO GLOBAL,0,0,VERDADERO,,,
__export__.product_template_529_fc06d6fa,Producto almacenable,POSTRES,0,UNIDAD,PLC1130,DONUTS VARIADOS,0,1,VERDADERO,,,
__export__.product_template_1803_be32a86f,Consumible,All,0,UNIDAD,,DOYPACK DE PALITOS DE YUCA,0,0,VERDADERO,,,
__export__.product_template_1895_e0a44e20,Producto almacenable,OTROS,-3,UNIDAD,PLC1429,EMBUTIDO CHORIZO,1,2,VERDADERO,,,
__export__.product_template_555_d17d5e4e,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1156,EMPANADA DE CARNE,4.5,5.5,VERDADERO,,,
__export__.product_template_2197_06f041da,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1613,EMPANADA DE LOMO,4,7,FALSO,,,
__export__.product_template_556_9037eb32,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1157,EMPANADA DE POLLO,4,5.5,VERDADERO,,,
__export__.product_template_2356_97db6483,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1600,EMPANADA DE QUESO,3,4,VERDADERO,,,
__export__.product_template_1763_16b7a80f,Producto almacenable,POSTRES,0,UNIDAD,PLC1614,EMPANADA HAWAIANA,4,7,VERDADERO,,,
__export__.product_template_557_fee6dcc2,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1158,EMPANADA JAMON Y QUESO,4,7,VERDADERO,,,
__export__.product_template_554_877e9dde,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1155,EMPANADA PARRILLERA,4,7,VERDADERO,,,
__export__.product_template_558_6b5497ac,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1159,"ENROLLADO DE POLLO, CARNE Y CHANCHO",0,1,VERDADERO,,,
__export__.product_template_1414_5b2ae2c1,Producto almacenable,COMIDA,9,UNIDAD,PLC1215,ENSALADA DE FIDEOS,4,5,VERDADERO,,,
__export__.product_template_1415_f7d8c043,Producto almacenable,COMIDA,0,UNIDAD,PLC1216,ENSALADA DE FRUTA,3,1,FALSO,,,
__export__.product_template_1418_201fc09b,Producto almacenable,COMIDA,17,UNIDAD,PLC1219,ENSALADA DE VERDURA COCIDA,4,5,VERDADERO,,,
__export__.product_template_1416_d39b788b,Producto almacenable,COMIDA,24,UNIDAD,PLC1217,ENSALADA DE VERDURA FRESCA,3.5,5,FALSO,,,
__export__.product_template_1901_4454ba62,Producto almacenable,COMIDA,8,UNIDAD,PLC1435,ENSALADA RUSA,7,5,FALSO,,,
__export__.product_template_2196_249d70fd,Consumible,MENUCORP(MILLA),0,UNIDAD,,ENTRADA + FONDO 1 (CORPOR. MILLA),0,14,VERDADERO,,,
__export__.product_template_1460_6d7c9127,Consumible,COMIDA,0,UNIDAD,PLC1261,ENTRADA 1,3.5,5,VERDADERO,,,
__export__.product_template_1471_d6dc8132,Consumible,COMIDA,0,UNIDAD,PLC1272,ENTRADA 1 + FONDO 1,10,13,VERDADERO,,,
__export__.product_template_1465_707aec82,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1266,ENTRADA 1 + FONDO 1 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_1874_2758e098,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1408,ENTRADA 1 + FONDO 1 (CORPOR. MILLA),0,13,VERDADERO,,,
__export__.product_template_1472_316c6c82,Consumible,COMIDA,0,UNIDAD,PLC1273,ENTRADA 1 + FONDO 2,0,13,VERDADERO,,,
__export__.product_template_1466_775be653,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1267,ENTRADA 1 + FONDO 2 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_1876_a38d8530,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1410,ENTRADA 1 + FONDO 2 (CORPOR. MILLA),0,13,VERDADERO,,,
__export__.product_template_1473_cd7086ab,Consumible,COMIDA,0,UNIDAD,PLC1274,ENTRADA 1 + FONDO 3,0,13,VERDADERO,,,
__export__.product_template_1467_afd9b644,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1268,ENTRADA 1 + FONDO 3 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_2043_1ccc370b,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1549,ENTRADA 1 + FONDO 3 (CORPOR. MILLA),0,13,VERDADERO,,,
__export__.product_template_2040_25f277c8,Consumible,COMIDA,0,UNIDAD,PLC1546,ENTRADA 1 + FONDO 4,0,14,VERDADERO,,,
__export__.product_template_2041_17ca524f,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1547,ENTRADA 1 + FONDO 4 (CORPOR. 3ERIZA) ,0,9,VERDADERO,,,
__export__.product_template_2044_a82c869b,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1550,ENTRADA 1 + FONDO 4 (CORPOR. MILLA),0,14,VERDADERO,,,
__export__.product_template_1461_e2014968,Consumible,COMIDA,0,UNIDAD,PLC1262,ENTRADA 2,3,5,VERDADERO,,,
__export__.product_template_1474_be0a631f,Consumible,COMIDA,0,UNIDAD,PLC1275,ENTRADA 2 + FONDO 1,10,13,VERDADERO,,,
__export__.product_template_1468_24c85d04,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1269,ENTRADA 2 + FONDO 1 (CORPOR. 3ERIZA),7,9,VERDADERO,,,
__export__.product_template_1877_c8212947,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1411,ENTRADA 2 + FONDO 1 (CORPOR. MILLA),0,13,VERDADERO,,,
__export__.product_template_1475_1495a2bc,Consumible,COMIDA,0,UNIDAD,PLC1276,ENTRADA 2 + FONDO 2,0,13,VERDADERO,,,
__export__.product_template_1469_75bd7c24,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1270,ENTRADA 2 + FONDO 2 (CORPOR. 3ERIZA),7,9,VERDADERO,,,
__export__.product_template_1878_de63ca6e,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1412,ENTRADA 2 + FONDO 2 (CORPOR. MILLA),0,13,VERDADERO,,,
__export__.product_template_2051_ca39c9d5,Consumible,COMIDA,0,UNIDAD,PLC1558,ENTRADA 2 + FONDO 3,0,14,VERDADERO,,,
__export__.product_template_1476_c71b61ae,Consumible,COMIDA,0,UNIDAD,PLC1277,ENTRADA 2 + FONDO 3,0,13,VERDADERO,,,
__export__.product_template_1470_caf72af7,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1271,ENTRADA 2 + FONDO 3 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_2049_bbf6eea8,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1556,ENTRADA 2 + FONDO 3 (CORPOR. 3ERIZA),5,9,VERDADERO,,,
__export__.product_template_2050_3821cf58,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1557,ENTRADA 2 + FONDO 3 (CORPOR. MILLA),0,13,VERDADERO,,,
__export__.product_template_2069_f5055e9b,Consumible,COMIDA,0,UNIDAD,PLC1578,ENTRADA 2 + FONDO 4,0,14,VERDADERO,,,
__export__.product_template_2067_a7375523,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1576,ENTRADA 2 + FONDO 4 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_2068_7fd4c28e,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1577,ENTRADA 2 + FONDO 4 (CORPOR. MILLA),0,14,VERDADERO,,,
__export__.product_template_1501_8481e456,Producto almacenable,COMIDA,0,UNIDAD,PLC1302,ENTRADA 3,3,5,VERDADERO,,,
__export__.product_template_2048_5396b918,Producto almacenable,COMIDA,0,UNIDAD,PLC1555,ENTRADA 3,4,5,VERDADERO,,,
__export__.product_template_2058_92b9a110,Consumible,COMIDA,0,UNIDAD,PLC1565,ENTRADA 3 + FONDO 1,0,14,VERDADERO,,,
__export__.product_template_1505_73c80d64,Consumible,COMIDA,0,UNIDAD,PLC1306,ENTRADA 3 + FONDO 1,0,11,VERDADERO,,,
__export__.product_template_1502_da83514f,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1303,ENTRADA 3 + FONDO 1 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_2052_1ca3f36d,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1559,ENTRADA 3 + FONDO 1 (CORPOR. 3ERIZA),5,9,VERDADERO,,,
__export__.product_template_2055_15db7c8a,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1562,ENTRADA 3 + FONDO 1 (CORPOR. MILLA),5,14,VERDADERO,,,
__export__.product_template_1506_93098874,Consumible,COMIDA,0,UNIDAD,PLC1307,ENTRADA 3 + FONDO 2,0,11,VERDADERO,,,
__export__.product_template_2059_28daeb6c,Consumible,COMIDA,0,UNIDAD,PLC1566,ENTRADA 3 + FONDO 2,0,14,VERDADERO,,,
__export__.product_template_1503_7b7f98d2,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1304,ENTRADA 3 + FONDO 2 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_2053_4359b676,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1560,ENTRADA 3 + FONDO 2 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_2056_295a3a3e,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1563,ENTRADA 3 + FONDO 2 (CORPOR. MILLA),0,14,VERDADERO,,,
__export__.product_template_1507_34ec7c33,Consumible,COMIDA,0,UNIDAD,PLC1308,ENTRADA 3 + FONDO 3,0,11,VERDADERO,,,
__export__.product_template_2060_f3ddf9be,Consumible,COMIDA,0,UNIDAD,PLC1567,ENTRADA 3 + FONDO 3,0,14,VERDADERO,,,
__export__.product_template_2054_e9b4f473,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1561,ENTRADA 3 + FONDO 3 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_1504_93ab9112,Consumible,MENUCORP(3ERIZA),0,UNIDAD,PLC1305,ENTRADA 3 + FONDO 3 (CORPOR. 3ERIZA),0,9,VERDADERO,,,
__export__.product_template_2057_73b51bbb,Consumible,MENUCORP(MILLA),0,UNIDAD,PLC1564,ENTRADA 3 + FONDO 3 (CORPOR. MILLA),0,14,VERDADERO,,,
__export__.product_template_1439_9c0a22df,Producto almacenable,COMIDA,0,UNIDAD,PLC1240,ESCABECHE DE PESCADO,7,8,FALSO,,,
__export__.product_template_1440_cf8deb5f,Producto almacenable,COMIDA,0,UNIDAD,PLC1241,ESCABECHE DE POLLO,7.5,8,FALSO,,,
__export__.product_template_1441_f199ba68,Producto almacenable,COMIDA,0,UNIDAD,PLC1242,ESTOFADO DE POLLO,7,10,FALSO,,,
__export__.product_template_2153_94c92210,Producto almacenable,SNACK,6,UNIDAD,,EXTRUIDOS DE MAIZ CHEETOS X 21 GR QUESO,0.89,1.5,VERDADERO,,,
__export__.product_template_2174_3d39fe75,Producto almacenable,SNACK,15,UNIDAD,,EXTRUIDOS DE MAIZ CHEETOS X 21 GR QUESO PICANTE,0.89,1.5,VERDADERO,,,
__export__.product_template_1767_c9e8fa1c,Producto almacenable,SNACK,0,UNIDAD,,EXTRUIDOS DE MAIZ CHIZITO X 18 GR QUESO,0.5,1.5,VERDADERO,,,
__export__.product_template_2181_ce23aa71,Producto almacenable,SNACK,3,UNIDAD,,EXTRUIDOS DE MAIZ CHIZITO X 35 GR QUESO,0.89,2,VERDADERO,,,
__export__.product_template_2292_f4cba8db,Consumible,MENUCORP(MILLA),0,UNIDAD,,FILETE DE POLLO (CORPOR. MILLA),0,14,VERDADERO,,,
__export__.product_template_1508_25600045,Producto almacenable,COMIDA,0,UNIDAD,PLC1309,FILETE DE POLLO CON ENSALADA Y PAPAS AL VAPOR,4,6,FALSO,,,
__export__.product_template_2299_ffa4173a,Producto almacenable,COMIDA,-131,UNIDAD,BASE,FILETE PARA PAN,1.5,2,VERDADERO,,,
__export__.product_template_1796_0ca254c2,Consumible,COMIDA,0,UNIDAD,,FILETE SOLO,3,6,VERDADERO,,,
__export__.product_template_1854_e4880555,Producto almacenable,GENÉRICO,241,UNIDAD,BASE,FILTRANTE EN SOBRE DE ANIS,0,1,VERDADERO,,,
__export__.product_template_1871_e663c30d,Producto almacenable,GENÉRICO,32,UNIDAD,BASE,FILTRANTE EN SOBRE DE BOLDO,0,1,VERDADERO,,,
__export__.product_template_1852_f2167755,Producto almacenable,GENÉRICO,60,UNIDAD,BASE,FILTRANTE EN SOBRE DE EMOLIENTE,0,1,VERDADERO,,,
__export__.product_template_1855_c879e97d,Producto almacenable,GENÉRICO,75,UNIDAD,BASE,FILTRANTE EN SOBRE DE FLOR DE JAMAICA,0,1,VERDADERO,,,
__export__.product_template_1853_237c9096,Producto almacenable,GENÉRICO,10,UNIDAD,BASE,FILTRANTE EN SOBRE DE HIERBA LUISA,0,1,VERDADERO,,,
__export__.product_template_1850_8e2accd5,Producto almacenable,GENÉRICO,76,UNIDAD,BASE,FILTRANTE EN SOBRE DE MANZANILLA,0,1,VERDADERO,,,
__export__.product_template_1856_8e2c090b,Producto almacenable,GENÉRICO,94,UNIDAD,BASE,FILTRANTE EN SOBRE DE TE DE DURAZNO,0,1,VERDADERO,,,
__export__.product_template_1851_67c99ad7,Producto almacenable,GENÉRICO,5,UNIDAD,BASE,FILTRANTE EN SOBRE DE TE NARANJA,2,1,VERDADERO,,,
__export__.product_template_1918_b90f9feb,Producto almacenable,GENÉRICO,99,UNIDAD,BASE,FILTRANTE EN SOBRE DE TE NEGRO,0,1,VERDADERO,,,
__export__.product_template_1849_a5890e4d,Producto almacenable,GENÉRICO,-116,UNIDAD,BASE,"FILTRANTE EN SOBRE DE TE, CANELA Y CLAVO",0,1,VERDADERO,,,
__export__.product_template_1868_aa312359,Producto almacenable,GENÉRICO,100,UNIDAD,BASE,FILTRANTES DE DIGEST,0.3,1,FALSO,,,
__export__.product_template_2204_83f8db40,Producto almacenable,GENÉRICO,178,UNIDAD,BASE,FILTRANTES DE TE VERDE,0,1,FALSO,,,
__export__.product_template_2307_9234a0ee,Producto almacenable,GENÉRICO,-2,UNIDAD,BASE,FLAN,0,3,VERDADERO,,,
__export__.product_template_2305_bc07ad57,Producto almacenable,GENÉRICO,1,UNIDAD,BASE,FLAN CON GELATINA ,0,4.5,VERDADERO,,,
__export__.product_template_1510_502414e5,Consumible,COMBOS,0,UNIDAD,PLC1311,FRANKFURTER +PAPAS AL HILO,0,8,VERDADERO,,,
__export__.product_template_2286_b9363ea2,Consumible,SANDWICHES,0,UNIDAD,,FRANKFURTER CON ARROZ Y PAPAS FRITAS,0,13,VERDADERO,,,
__export__.product_template_559_ee3b5051,Producto almacenable,SANDWICHES,0,UNIDAD,PLC1160,FRANKFURTER XL,2.11,5,FALSO,,,
__export__.product_template_1431_cb8f3fef,Producto almacenable,COMIDA,0,UNIDAD,PLC1232,FREJOLES CON ADOBO DE POLLO,7,8,FALSO,,,
__export__.product_template_2200_a3bf8ad1,Consumible,All,0,UNIDAD,,FRIO RICO LU,0,1,VERDADERO,,,
__export__.product_template_2373_56503719,Consumible,All,0,UNIDAD,,FRUGOS +,0,1,VERDADERO,,,
__export__.product_template_2228_34ceb0b7,Consumible,All,0,UNIDAD,ADM,Frugos del Valle x 1 LT,0,0,FALSO,,,
__export__.product_template_1526_7cb539b9,Consumible,BEBIDA FRIA,0,UNIDAD,,FRUGOS FRESH X500 ML HELADO,0,2.2,FALSO,,,
__export__.product_template_2342_399df6e8,Producto almacenable,SNACK,0,UNIDAD,,FRUTOS MIXTOS,1,2.5,VERDADERO,,,
__export__.product_template_2257_29a453be,Producto almacenable,SNACK,0,UNIDAD,PLC1619,FRUTOS SECOS,3,3,VERDADERO,,,
__export__.product_template_1696_6a18c6e0,Producto almacenable,GALLETA,10,UNIDAD,PLC1360,GALLETA CASINO X 43 GR MENTA,1,1.9,VERDADERO,,,
__export__.product_template_2078_7e6b1eb3,Producto almacenable,GALLETA,19,UNIDAD,PLC1585,GALLETA CASINO X 43.5 GR 3 LECHES,0.78,1.9,VERDADERO,,,
__export__.product_template_2077_6088abb2,Producto almacenable,GALLETA,4,UNIDAD,PLC1586,GALLETA CASINO X 43.5 GR ALFAJOR,0.77,1.9,VERDADERO,,,
__export__.product_template_464_98a4f1d7,Producto almacenable,GALLETA,10,UNIDAD,PLC1064,GALLETA CASINO X 43.5 GR CHOCOLATE,0.78,1.9,VERDADERO,,,
__export__.product_template_465_3561050b,Producto almacenable,GALLETA,22,UNIDAD,PLC1065,GALLETA CASINO X 43.5 GR FRESA,0.78,1.9,VERDADERO,,,
__export__.product_template_2142_39ec25cb,Producto almacenable,GALLETA,18,UNIDAD,PLC1066,GALLETA CASINO X 43.5 GR PIE DE LIMON,0.78,1.9,VERDADERO,,,
__export__.product_template_2347_b03ba071,Producto almacenable,GALLETA,15,UNIDAD,,GALLETA CASINO X 43.5 GR TURRON,0.78,1.9,VERDADERO,,,
__export__.product_template_467_eb96d2ec,Producto almacenable,GALLETA,11,UNIDAD,PLC1067,GALLETA CASINO X 43.5 GR VAINILLA,0.77,1.9,VERDADERO,,,
__export__.product_template_1692_4a8fc988,Producto almacenable,GALLETA,0,UNIDAD,PLC1390,GALLETA CEREAL 3X1,0.54,1,VERDADERO,,,
__export__.product_template_468_12108d02,Producto almacenable,GALLETA,0,UNIDAD,PLC1068,GALLETA CHARADA X 40 GR,0.29,1,VERDADERO,,,
__export__.product_template_2357_0dace091,Producto almacenable,GALLETA,0,UNIDAD,,GALLETA CHOCOBUM 198G,0.8,2,VERDADERO,,,
PROD2X_0027_product_template,Producto almacenable,GALLETA,0,UNIDAD,,GALLETA CHOMP SABOR A CHOCOLATE X38GR,0.4,1.5,FALSO,,,
__export__.product_template_2378_e1fe5b04,Producto almacenable,GALLETA,6,UNIDAD,,GALLETA CLUB SOCIAL X 24 GR JAMON,0.69,1.5,VERDADERO,,,
__export__.product_template_2379_47f8c13b,Producto almacenable,GALLETA,6,UNIDAD,,GALLETA CLUB SOCIAL X 24 GR QUESO,0.69,1.5,VERDADERO,,,
PROD2X_0025_product_template,Producto almacenable,GALLETA,6,UNIDAD,PLC1345,GALLETA CLUB SOCIAL X 26 GR MANTEQUILLA,0.69,1.5,VERDADERO,,,
__export__.product_template_469_755193ad,Producto almacenable,GALLETA,18,UNIDAD,PLC1069,GALLETA CLUB SOCIAL X 26 GR ORIGINAL ,0.67,1.5,VERDADERO,,,
__export__.product_template_2322_6095c1c4,Producto almacenable,GALLETA,1,UNIDAD,,GALLETA CON CHISPAS DE CHOCOLATE,0.3,0.5,VERDADERO,,,
__export__.product_template_2255_cbafe246,Producto almacenable,GALLETA,0,UNIDAD,PLC1622,GALLETA CORONITA FIELD X 36 GR SABOR CHOCOLATE,0.83,1.5,VERDADERO,,,
__export__.product_template_2122_67121495,Consumible,All,0,UNIDAD,ADM,GALLETA CORONITA X 6 UND,0,0,VERDADERO,,,
__export__.product_template_470_47b08967,Producto almacenable,GALLETA,17,UNIDAD,PLC1070,GALLETA FIELD X 36 GR CHOCOSODA,0.92,1.5,VERDADERO,,,
__export__.product_template_2030_1475531e,Producto almacenable,GALLETA,21,UNIDAD,PLC1536,GALLETA FIELD X 37 GR VAINILLA,0.75,1.5,VERDADERO,,,
__export__.product_template_2253_173617ba,Producto almacenable,GALLETA,2,UNIDAD,PLC1623,GALLETA GN X 38 GR BLACK OUT VAINILLA AZUL,1.02,1.5,VERDADERO,,,
__export__.product_template_471_3bf111bb,Producto almacenable,GALLETA,24,UNIDAD,PLC1071,GALLETA INTEGRACKERS X 30 GR MIEL,0.62,1.5,VERDADERO,,,
__export__.product_template_473_fd1ef1f2,Producto almacenable,GALLETA,7,UNIDAD,PLC1073,GALLETA MARGARITA X 46.5 GR VAINILLA,0.76,1.2,VERDADERO,,,
__export__.product_template_474_ae100499,Producto almacenable,GALLETA,12,UNIDAD,PLC1074,GALLETA MOROCHAS X 30 GR CHOCOLATE,0.91,2,VERDADERO,,,
__export__.product_template_2382_4dc87be1,Producto almacenable,GALLETA,4,UNIDAD,,GALLETA OREO X 36 GR GOLDEN,0.61,1.5,VERDADERO,,,
__export__.product_template_475_1eb92a8f,Producto almacenable,GALLETA,0,UNIDAD,PLC1075,GALLETA OREO X 36 GR ORIGINAL,0.77,1.5,VERDADERO,,,
__export__.product_template_1732_684aff28,Producto almacenable,GALLETA,22,UNIDAD,PLC1344,GALLETA PICARAS X 40 GR  CHIPS,0.85,1.8,VERDADERO,,,
__export__.product_template_477_8e747eaf,Producto almacenable,GALLETA,104,UNIDAD,PLC1077,GALLETA PICARAS X 40 GR CLASICA,0.86,1.8,VERDADERO,,,
__export__.product_template_1738_eb5078fe,Producto almacenable,GALLETA,13,UNIDAD,PLC1343,GALLETA PICARAS X 40 GR EXTREMO,1.01,1.8,VERDADERO,,,
__export__.product_template_2265_f63b83c8,Producto almacenable,GALLETA,0,UNIDAD,PLC1625,GALLETA RITZ NABISCO X 70 GR TACO ,1.16,2.5,VERDADERO,,,
__export__.product_template_480_a9ca6650,Producto almacenable,GALLETA,71,UNIDAD,PLC1080,GALLETA SAN JORGE X 40 GR SODA,0.57,1.2,VERDADERO,,,
__export__.product_template_2223_0bd7c2dc,Producto almacenable,GALLETA,9,UNIDAD,PLC1626,GALLETA SAN JORGE X 60 GR BLACK OUT VAINILLA ROJO,0.81,1.7,VERDADERO,,,
__export__.product_template_481_a345d008,Producto almacenable,GALLETA,16,UNIDAD,PLC1081,GALLETA TENTACION X 40 GR VAINILLA,0.64,1.5,VERDADERO,,,
__export__.product_template_482_9984a58c,Producto almacenable,GALLETA,12,UNIDAD,PLC1082,GALLETA TENTACION X 45 GR CHOCOLATE,0.68,1.5,VERDADERO,,,
__export__.product_template_484_fc2a1bda,Producto almacenable,GALLETA,19,UNIDAD,PLC1084,GALLETA TENTACION X 45 GR NARANJA,0.7,1.5,VERDADERO,,,
__export__.product_template_2269_c4752a92,Producto almacenable,GALLETA,11,UNIDAD,,GALLETA VAINILLA COSTA,0.45,1.5,VERDADERO,,,
__export__.product_template_2003_fc52a0b7,Producto almacenable,GALLETA,17,UNIDAD,PLC1512,GALLETA X 35 GR SODA V,0.44,1.5,VERDADERO,,,
__export__.product_template_1846_a0e4db25,Producto almacenable,GALLETA,13,UNIDAD,PLC1525,GALLETAS  PICARAS X 40 GR ROMANTICA,0.94,1.7,VERDADERO,,,
__export__.product_template_1802_cf0bcf8b,Consumible,All,0,UNIDAD,ADM,GALLETAS ARTESANALES DE ROMERO,0,0,VERDADERO,,,
__export__.product_template_1910_95ce9fe7,Consumible,All,0,UNIDAD,ADM,GALLETAS ARTESANALES DE SALVADO EN PAQUETE,0,0,FALSO,,,
__export__.product_template_1735_e656425b,Producto almacenable,All,0,UNIDAD,ADM,GALLETAS CARITAS COSTA,0.5,1,VERDADERO,,,
